date,SPY Close,SMA2,SMA13,Signal,Buy/Sell
2000-03-14,136.625,137.60935,138.0672923076923,0.0,-1.0
2000-03-15,139.8125,138.21875,138.56609230769232,0.0,0.0
2000-03-16,146.3437,143.0781,139.35214615384618,1.0,1.0
2000-03-17,146.9375,146.6406,140.0829153846154,1.0,0.0
2000-03-20,146.1875,146.5625,140.67906923076924,1.0,0.0
2000-03-21,149.1875,147.6875,141.49878461538464,1.0,0.0
2000-03-22,150.0937,149.6406,142.18868461538463,1.0,0.0
2000-03-23,152.6562,151.37495,143.18146923076924,1.0,0.0
2000-03-24,153.5625,153.10935,144.45190769230769,1.0,0.0
2000-03-27,151.9375,152.75,145.61056153846155,1.0,0.0
2000-03-28,151.0625,151.5,146.3942153846154,1.0,0.0
2000-03-29,151.2187,151.1406,147.2475769230769,1.0,0.0
2000-03-30,148.6875,149.9531,148.02402307692307,1.0,0.0
2000-03-31,150.375,149.53125,149.0817153846154,1.0,0.0
2000-04-03,151.25,150.8125,149.96152307692307,1.0,0.0
2000-04-04,150.125,150.6875,150.25239230769233,1.0,0.0
2000-04-05,149.1875,149.65625,150.42546923076924,0.0,-1.0
2000-04-06,150.4843,149.83589999999998,150.75599230769234,0.0,0.0
2000-04-07,151.4375,150.96089999999998,150.92906923076924,1.0,1.0
2000-04-10,150.8437,151.1406,150.98676153846156,1.0,0.0
2000-04-11,150.4062,150.62495,150.81368461538463,0.0,-1.0
2000-04-12,146.2812,148.3437,150.25358461538463,0.0,0.0
2000-04-13,144.25,145.2656,149.66223846153846,0.0,0.0
2000-04-14,136.0,140.125,148.50358461538463,0.0,0.0
2000-04-17,140.75,138.375,147.69830000000002,0.0,0.0
2000-04-18,144.4687,142.60935,147.37377692307695,0.0,0.0
2000-04-19,143.125,143.79685,146.81608461538463,0.0,0.0
2000-04-20,143.8125,143.46875,146.24396923076924,0.0,0.0
2000-04-24,142.25,143.03125,145.6382,0.0,0.0
2000-04-25,148.1562,145.2031,145.55886923076923,0.0,0.0
2000-04-26,146.4843,147.32025,145.2511769230769,1.0,1.0
2000-04-27,146.0,146.24214999999998,144.83290769230769,1.0,0.0
2000-04-28,145.0937,145.54685,144.3906,1.0,0.0
2000-05-01,147.0625,146.0781,144.1333923076923,1.0,0.0
2000-05-02,144.125,145.59375,143.9675307692308,1.0,0.0
2000-05-03,140.75,142.4375,143.69830000000002,0.0,-1.0
2000-05-04,141.8125,141.28125,144.1454153846154,0.0,0.0
2000-05-05,143.5312,142.67185,144.35935384615385,0.0,0.0
2000-05-08,142.4531,142.99215,144.20430769230768,0.0,0.0
2000-05-09,141.3125,141.8828,144.0648846153846,0.0,0.0
2000-05-10,138.125,139.71875,143.6273846153846,0.0,0.0
2000-05-11,141.2812,139.7031,143.5528615384615,0.0,0.0
2000-05-12,142.8125,142.04685,143.14180769230768,0.0,0.0
2000-05-15,145.2812,144.04685,143.0492615384615,1.0,1.0
2000-05-16,146.6875,145.98435,143.10214615384615,1.0,0.0
2000-05-17,145.1562,145.92185,143.10695384615383,1.0,0.0
2000-05-18,143.375,144.2656,142.8233,1.0,0.0
2000-05-19,141.125,142.25,142.59253076923076,0.0,-1.0
2000-05-22,140.0625,140.59375,142.53964615384615,0.0,0.0
2000-05-23,138.0,139.03125,142.2463769230769,0.0,0.0
2000-05-24,140.25,139.125,141.9939769230769,0.0,0.0
2000-05-25,137.8437,139.04685,141.63940769230769,0.0,0.0
2000-05-26,138.0,137.92185,141.38459999999998,0.0,0.0
2000-05-30,142.5,140.25,141.72113846153846,0.0,0.0
2000-05-31,142.8125,142.65625,141.83893076923076,1.0,1.0
2000-06-01,145.3125,144.0625,142.03123846153844,1.0,0.0
2000-06-02,147.8437,146.5781,142.22835384615382,1.0,0.0
2000-06-05,147.125,147.48435,142.26200769230766,1.0,0.0
2000-06-06,146.4687,146.79685,142.3629692307692,1.0,0.0
2000-06-07,147.4843,146.9765,142.67906923076922,1.0,0.0
2000-06-08,146.9062,147.19525,143.1237769230769,1.0,0.0
2000-06-09,146.5937,146.74995,143.62617692307688,1.0,0.0
2000-06-12,144.875,145.73435,144.15502307692304,1.0,0.0
2000-06-13,147.5937,146.23435,144.71992307692304,1.0,0.0
2000-06-14,147.8437,147.7187,145.4891538461538,1.0,0.0
2000-06-15,148.1562,147.99995,146.27039999999994,1.0,0.0
2000-06-16,146.5937,147.37495,146.58529999999993,1.0,0.0
2000-06-19,148.4687,147.5312,147.02039230769225,1.0,0.0
2000-06-20,147.9375,148.2031,147.2223153846153,1.0,0.0
2000-06-21,147.875,147.90625,147.22472307692303,1.0,0.0
2000-06-22,145.625,146.75,147.1093384615384,0.0,-1.0
2000-06-23,144.375,145.0,146.94828461538458,0.0,0.0
2000-06-26,146.2343,145.30464999999998,146.8521307692307,0.0,0.0
2000-06-27,145.1562,145.69525,146.71751538461533,0.0,0.0
2000-06-28,145.5625,145.35935,146.63819230769226,0.0,0.0
2000-06-29,144.1875,144.875,146.58530769230765,0.0,0.0
2000-06-30,145.2812,144.73435,146.40742307692304,0.0,0.0
2000-07-03,147.2812,146.2812,146.3641538461538,0.0,0.0
2000-07-05,144.625,145.9531,146.09252307692304,0.0,0.0
2000-07-06,145.75,145.1875,146.02762307692305,0.0,0.0
2000-07-07,148.0937,146.92185,145.9987769230769,1.0,1.0
2000-07-10,147.8437,147.9687,145.9915615384615,1.0,0.0
2000-07-11,148.1562,147.99995,146.01319230769226,1.0,0.0
2000-07-12,149.125,148.6406,146.28242307692304,1.0,0.0
2000-07-13,149.7812,149.4531,146.69828461538458,1.0,0.0
2000-07-14,151.25,150.5156,147.08410769230764,1.0,0.0
2000-07-17,151.0,151.125,147.5336307692307,1.0,0.0
2000-07-18,149.7656,150.3828,147.8569461538461,1.0,0.0
2000-07-19,148.5625,149.16405,148.1934846153846,1.0,0.0
2000-07-20,150.625,149.59375,148.60454615384612,1.0,0.0
2000-07-21,147.6875,149.15625,148.6358,1.0,0.0
2000-07-24,146.8437,147.2656,148.8064692307692,0.0,-1.0
2000-07-25,147.3125,147.0781,148.9266615384615,0.0,0.0
2000-07-26,145.875,146.59375,148.75599230769228,0.0,0.0
2000-07-27,145.375,145.625,148.5660923076923,0.0,0.0
2000-07-28,142.0937,143.73435,148.09974615384616,0.0,0.0
2000-07-31,143.0,142.54685,147.6285923076923,0.0,0.0
2000-08-01,143.875,143.4375,147.17426923076923,0.0,0.0
2000-08-02,144.5937,144.23435,146.66224615384616,0.0,0.0
2000-08-03,145.5937,145.0937,146.2463769230769,0.0,0.0
2000-08-04,146.375,145.98435,145.98556153846152,0.0,0.0
2000-08-07,148.125,147.25,145.95190769230769,1.0,1.0
2000-08-08,148.6875,148.40625,145.8028692307692,1.0,0.0
2000-08-09,147.4375,148.0625,145.78363846153846,1.0,0.0
2000-08-10,146.7187,147.0781,145.77402307692307,1.0,0.0
2000-08-11,147.4062,147.06245,145.78123076923077,1.0,0.0
2000-08-14,149.2812,148.3437,146.04324615384616,1.0,0.0
2000-08-15,149.1562,149.2187,146.33410769230767,1.0,0.0
2000-08-16,148.625,148.8906,146.83651538461538,1.0,0.0
2000-08-17,150.1875,149.40625,147.3894,1.0,0.0
2000-08-18,149.6875,149.9375,147.83651538461538,1.0,0.0
2000-08-21,150.5,150.09375,148.29084615384616,1.0,0.0
2000-08-22,150.25,150.375,148.64902307692307,1.0,0.0
2000-08-23,150.8437,150.54685,148.99276923076923,1.0,0.0
2000-08-24,151.3125,151.0781,149.23796153846155,1.0,0.0
2000-08-25,151.25,151.28125,149.4350769230769,1.0,0.0
2000-08-28,151.7656,151.5078,149.7680076923077,1.0,0.0
2000-08-29,151.7968,151.7812,150.1586307692308,1.0,0.0
2000-08-30,150.3437,151.07025000000002,150.38459230769234,1.0,0.0
2000-08-31,152.3437,151.3437,150.62016923076925,1.0,0.0
2000-09-01,152.5,152.42185,150.87738461538464,1.0,0.0
2000-09-05,151.2812,151.8906,151.0817076923077,1.0,0.0
2000-09-06,149.5625,150.42185,151.0336307692308,0.0,-1.0
2000-09-07,150.8437,150.2031,151.12256923076924,0.0,0.0
2000-09-08,149.8125,150.3281,151.06968461538463,0.0,0.0
2000-09-11,149.5937,149.7031,151.0192,0.0,0.0
2000-09-12,148.5,149.04685,150.8389153846154,0.0,0.0
2000-09-13,148.8906,148.6953,150.65261538461542,0.0,0.0
2000-09-14,149.6406,149.2656,150.52881538461543,0.0,0.0
2000-09-15,146.0,147.8203,150.08530769230774,0.0,0.0
2000-09-18,144.6562,145.3281,149.53603076923082,0.0,0.0
2000-09-19,145.9687,145.31245,149.19949230769237,0.0,0.0
2000-09-20,144.8906,145.42965,148.626176923077,0.0,0.0
2000-09-21,142.6875,143.78905,147.8713692307693,0.0,0.0
2000-09-22,145.2812,143.98435,147.40983076923084,0.0,0.0
2000-09-25,144.25,144.7656,147.001176923077,0.0,0.0
2000-09-26,142.4062,143.3281,146.35213846153854,0.0,0.0
2000-09-27,143.1562,142.7812,145.84011538461544,0.0,0.0
2000-09-28,145.0,144.0781,145.48675384615393,0.0,0.0
2000-09-29,143.625,144.3125,145.11175384615393,0.0,0.0
2000-10-02,143.8437,143.73435,144.72353076923085,0.0,0.0
2000-10-03,142.5,143.17185,144.17425384615393,0.0,0.0
2000-10-04,143.6875,143.09375,143.9963692307693,0.0,0.0
2000-10-05,144.1875,143.9375,143.96031538461546,0.0,0.0
2000-10-06,141.0625,142.625,143.58291538461546,0.0,0.0
2000-10-09,140.0,140.53125,143.20671538461548,0.0,0.0
2000-10-10,137.6875,138.84375,142.8221000000001,0.0,0.0
2000-10-11,136.5312,137.10935,142.14902307692319,0.0,0.0
2000-10-12,133.125,134.8281,141.29325384615396,0.0,0.0
2000-10-13,137.5625,135.34375,140.92066153846164,0.0,0.0
2000-10-16,138.1875,137.875,140.53845384615397,0.0,0.0
2000-10-17,134.75,136.46875,139.74999230769242,0.0,0.0
2000-10-18,134.25,134.5,139.02883846153858,0.0,0.0
2000-10-19,139.3125,136.78125,138.68028461538475,0.0,0.0
2000-10-20,139.9062,139.60935,138.48076153846165,1.0,1.0
2000-10-23,140.5312,140.2187,138.23796923076935,1.0,0.0
2000-10-24,139.5937,140.06245,137.88460000000012,1.0,0.0
2000-10-25,136.3125,137.9531,137.5192153846155,1.0,0.0
2000-10-26,136.6875,136.5,137.2644076923078,0.0,-1.0
2000-10-27,139.2812,137.98435,137.3870000000001,1.0,1.0
2000-10-30,140.5312,139.9062,137.6946923076924,1.0,0.0
2000-10-31,142.9531,141.74215,138.4507000000001,1.0,0.0
2000-11-01,142.4687,142.7109,138.82810000000012,1.0,0.0
2000-11-02,142.7031,142.5859,139.17545384615394,1.0,0.0
2000-11-03,142.7812,142.74215,139.79323846153858,1.0,0.0
2000-11-06,143.7812,143.2812,140.5264076923078,1.0,0.0
2000-11-07,143.75,143.7656,140.86775384615396,1.0,0.0
2000-11-08,140.5625,142.15625,140.91823846153858,1.0,0.0
2000-11-09,140.0312,140.29685,140.87977692307703,0.0,-1.0
2000-11-10,136.625,138.3281,140.65141538461552,0.0,0.0
2000-11-13,135.5625,136.09375,140.5937230769232,0.0,0.0
2000-11-14,139.125,137.34375,140.7812230769232,0.0,0.0
2000-11-15,139.5625,139.34375,140.80286153846166,0.0,0.0
2000-11-16,137.375,138.46875,140.56007692307705,0.0,0.0
2000-11-17,136.6406,137.0078,140.07450000000014,0.0,0.0
2000-11-20,134.6875,135.66405,139.4759461538463,0.0,0.0
2000-11-21,135.375,135.03125,138.9122461538463,0.0,0.0
2000-11-22,132.1406,133.7578,138.0937384615386,0.0,0.0
2000-11-24,134.8437,133.49215,137.4062384615386,0.0,0.0
2000-11-27,136.0312,135.43745,136.81248461538476,0.0,0.0
2000-11-28,133.6875,134.85935,136.2836384615386,0.0,0.0
2000-11-29,133.4375,133.5625,135.77643076923093,0.0,0.0
2000-11-30,132.2812,132.85935,135.44229230769244,0.0,0.0
2000-12-01,132.2187,132.24995,135.18507692307705,0.0,0.0
2000-12-04,133.3437,132.7812,134.74036153846166,0.0,0.0
2000-12-05,137.7187,135.5312,134.59853076923088,1.0,1.0
2000-12-06,135.5156,136.61715,134.45550000000011,1.0,0.0
2000-12-07,133.6562,134.5859,134.2259307692309,1.0,0.0
2000-12-08,133.9687,133.81245,134.1706384615386,0.0,-1.0
2000-12-11,138.625,136.29685,134.4206384615386,1.0,1.0
2000-12-12,138.0312,138.3281,134.87376153846168,1.0,0.0
2000-12-13,136.1406,137.0859,134.97352307692321,1.0,0.0
2000-12-14,134.4062,135.2734,134.84852307692321,1.0,0.0
2000-12-15,130.9687,132.68745,134.63938461538476,0.0,-1.0
2000-12-18,132.7187,131.8437,134.58409230769243,0.0,0.0
2000-12-19,130.0156,131.36715,134.40981538461548,0.0,0.0
2000-12-20,126.25,128.1328,133.95068461538474,0.0,0.0
2000-12-21,127.125,126.6875,133.4723230769232,0.0,0.0
2000-12-22,130.9375,129.03125,132.95069230769244,0.0,0.0
2000-12-26,132.3437,131.6406,132.70670000000013,0.0,0.0
2000-12-27,133.3125,132.8281,132.68026153846165,1.0,1.0
2000-12-28,133.7187,133.5156,132.66103076923088,1.0,0.0
2000-12-29,131.1875,132.4531,132.08891538461552,1.0,0.0
2001-01-02,128.8,129.99375,131.3788230769232,0.0,-1.0
2001-01-03,135.0,131.9,131.29108461538473,1.0,1.0
2001-01-04,133.5,134.25,131.22137692307703,1.0,0.0
2001-01-05,129.2,131.35,131.08532307692317,1.0,0.0
2001-01-08,130.2,129.7,130.89157692307703,0.0,-1.0
2001-01-09,129.8,130.0,130.8749923076924,0.0,0.0
2001-01-10,132.1,130.95000000000002,131.32499230769238,0.0,0.0
2001-01-11,132.3,132.20000000000002,131.7230692307693,1.0,1.0
2001-01-12,132.0,132.15000000000003,131.80480000000009,1.0,0.0
2001-01-16,132.8,132.40000000000003,131.83990000000009,1.0,0.0
2001-01-17,133.5,133.15000000000003,131.85432307692315,1.0,0.0
2001-01-18,134.8,134.15000000000003,131.93750000000006,1.0,0.0
2001-01-19,134.0156,134.40780000000004,132.15504615384623,1.0,0.0
2001-01-22,134.9,134.45780000000005,132.624276923077,1.0,0.0
2001-01-23,136.0,135.45000000000005,132.70120000000009,1.0,0.0
2001-01-24,136.4,136.20000000000005,132.924276923077,1.0,0.0
2001-01-25,136.0,136.20000000000005,133.44735384615393,1.0,0.0
2001-01-26,135.9,135.95000000000005,133.88581538461546,1.0,0.0
2001-01-29,136.6,136.25000000000006,134.40889230769238,1.0,0.0
2001-01-30,137.8,137.20000000000005,134.84735384615394,1.0,0.0
2001-01-31,137.0,137.40000000000003,135.2088923076924,1.0,0.0
2001-02-01,137.9,137.45000000000002,135.66273846153857,1.0,0.0
2001-02-02,134.8,136.35000000000002,135.8165846153847,1.0,0.0
2001-02-05,135.8,135.3,135.9935076923078,0.0,-1.0
2001-02-06,135.4,135.6,136.03966153846164,0.0,0.0
2001-02-07,134.7,135.04999999999998,136.0923076923078,0.0,0.0
2001-02-08,133.1,133.89999999999998,135.95384615384626,0.0,0.0
2001-02-09,131.8,132.45,135.63076923076932,0.0,0.0
2001-02-12,133.4,132.59999999999997,135.4000000000001,0.0,0.0
2001-02-13,132.3,132.84999999999997,135.1153846153847,0.0,0.0
2001-02-14,132.1,132.2,134.823076923077,0.0,0.0
2001-02-15,133.3,132.7,134.56923076923084,0.0,0.0
2001-02-16,130.4,131.84999999999997,134.00000000000009,0.0,0.0
2001-02-20,128.4,129.39999999999995,133.33846153846164,0.0,0.0
2001-02-21,125.6,126.99999999999993,132.39230769230778,0.0,0.0
2001-02-22,125.8,125.69999999999992,131.70000000000007,0.0,0.0
2001-02-23,125.0,125.39999999999993,130.86923076923085,0.0,0.0
2001-02-26,127.6,126.29999999999993,130.26923076923083,0.0,0.0
2001-02-27,126.4,126.99999999999994,129.63076923076932,0.0,0.0
2001-02-28,124.0,125.19999999999995,128.9307692307693,0.0,0.0
2001-03-01,124.6,124.29999999999994,128.37692307692316,0.0,0.0
2001-03-02,123.6,124.09999999999994,127.62307692307698,0.0,0.0
2001-03-05,124.7,124.14999999999993,127.0384615384616,0.0,0.0
2001-03-06,126.1,125.39999999999993,126.57692307692315,0.0,0.0
2001-03-07,127.0,126.54999999999993,126.09230769230777,1.0,1.0
2001-03-08,127.1,127.04999999999991,125.8384615384616,1.0,0.0
2001-03-09,123.4,125.24999999999991,125.45384615384621,0.0,-1.0
2001-03-12,118.1,120.7499999999999,124.87692307692313,0.0,0.0
2001-03-13,120.0,119.04999999999988,124.4307692307693,0.0,0.0
2001-03-14,117.7,118.8499999999999,123.86923076923084,0.0,0.0
2001-03-15,117.7,117.6999999999999,123.10769230769239,0.0,0.0
2001-03-16,115.0,116.34999999999991,122.2307692307693,0.0,0.0
2001-03-19,117.4,116.1999999999999,121.723076923077,0.0,0.0
2001-03-20,114.2,115.7999999999999,120.923076923077,0.0,0.0
2001-03-21,112.3,113.2499999999999,120.05384615384625,0.0,0.0
2001-03-22,111.1,111.6999999999999,119.0076923076924,0.0,0.0
2001-03-23,114.5,112.7999999999999,118.1153846153847,0.0,0.0
2001-03-26,115.9,115.19999999999989,117.26153846153855,0.0,0.0
2001-03-27,118.3,117.09999999999988,116.58461538461549,1.0,1.0
2001-03-28,115.0,116.64999999999988,115.93846153846162,1.0,0.0
2001-03-29,115.5,115.24999999999986,115.73846153846164,0.0,-1.0
2001-03-30,116.7,116.09999999999985,115.48461538461548,1.0,1.0
2001-04-02,114.2,115.44999999999985,115.21538461538472,1.0,0.0
2001-04-03,110.4,112.29999999999987,114.65384615384626,0.0,-1.0
2001-04-04,110.9,110.64999999999989,114.33846153846164,0.0,0.0
2001-04-05,115.1,112.99999999999987,114.16153846153856,0.0,0.0
2001-04-06,113.3,114.19999999999986,114.09230769230778,1.0,1.0
2001-04-09,114.6,113.94999999999986,114.26923076923086,0.0,-1.0
2001-04-10,116.7,115.64999999999986,114.7000000000001,1.0,1.0
2001-04-11,116.7,116.69999999999986,114.86923076923087,1.0,0.0
2001-04-12,118.9,117.79999999999987,115.10000000000011,1.0,0.0
2001-04-16,117.6,118.24999999999986,115.04615384615394,1.0,0.0
2001-04-17,119.3,118.44999999999986,115.37692307692318,1.0,0.0
2001-04-18,124.0,121.64999999999988,116.03076923076932,1.0,0.0
2001-04-19,125.7,124.84999999999988,116.72307692307702,1.0,0.0
2001-04-20,124.5,125.09999999999988,117.5153846153847,1.0,0.0
2001-04-23,122.2,123.34999999999988,118.423076923077,1.0,0.0
2001-04-24,121.6,121.89999999999986,119.24615384615392,1.0,0.0
2001-04-25,123.2,122.39999999999986,119.86923076923085,1.0,0.0
2001-04-26,123.7,123.44999999999986,120.66923076923086,1.0,0.0
2001-04-27,125.8,124.74999999999986,121.53076923076932,1.0,0.0
2001-04-30,124.9,125.34999999999988,122.16153846153856,1.0,0.0
2001-05-01,127.1,125.99999999999986,122.96153846153855,1.0,0.0
2001-05-02,126.8,126.94999999999986,123.56923076923084,1.0,0.0
2001-05-03,125.2,125.99999999999987,124.15384615384625,1.0,0.0
2001-05-04,127.3,126.24999999999986,124.76923076923086,1.0,0.0
2001-05-07,126.2,126.74999999999986,124.93846153846162,1.0,0.0
2001-05-08,126.2,126.19999999999985,124.97692307692317,1.0,0.0
2001-05-09,125.7,125.94999999999985,125.06923076923087,1.0,0.0
2001-05-10,126.0,125.84999999999985,125.36153846153856,1.0,0.0
2001-05-11,125.2,125.59999999999985,125.63846153846164,0.0,-1.0
2001-05-14,125.4,125.29999999999984,125.8076923076924,0.0,0.0
2001-05-15,126.0,125.69999999999985,125.98461538461548,0.0,0.0
2001-05-16,129.0,127.49999999999984,126.23076923076934,1.0,1.0
2001-05-17,129.2,129.09999999999985,126.56153846153856,1.0,0.0
2001-05-18,129.7,129.44999999999985,126.76153846153858,1.0,0.0
2001-05-21,131.7,130.69999999999985,127.13846153846166,1.0,0.0
2001-05-22,131.5,131.59999999999985,127.62307692307704,1.0,0.0
2001-05-23,129.3,130.39999999999986,127.7769230769232,1.0,0.0
2001-05-24,129.6,129.44999999999987,128.03846153846163,1.0,0.0
2001-05-25,128.1,128.84999999999988,128.18461538461548,1.0,0.0
2001-05-29,127.1,127.59999999999987,128.2923076923078,0.0,-1.0
2001-05-30,125.3,126.19999999999986,128.23846153846162,0.0,0.0
2001-05-31,126.0,125.64999999999988,128.30000000000007,0.0,0.0
2001-06-01,126.7,126.34999999999988,128.40000000000006,0.0,0.0
2001-06-04,127.3,126.99999999999989,128.50000000000006,0.0,0.0
2001-06-05,128.8,128.0499999999999,128.48461538461544,0.0,0.0
2001-06-06,127.7,128.2499999999999,128.36923076923082,0.0,0.0
2001-06-07,128.2,127.94999999999987,128.2538461538462,0.0,0.0
2001-06-08,127.0,127.59999999999988,127.89230769230775,0.0,0.0
2001-06-11,126.1,126.54999999999987,127.47692307692313,0.0,0.0
2001-06-12,125.9,125.99999999999989,127.21538461538468,0.0,0.0
2001-06-13,124.8,125.3499999999999,126.84615384615391,0.0,0.0
2001-06-14,122.0,123.3999999999999,126.37692307692315,0.0,0.0
2001-06-15,121.9,121.9499999999999,125.97692307692317,0.0,0.0
2001-06-18,121.3,121.59999999999991,125.66923076923086,0.0,0.0
2001-06-19,121.8,121.54999999999991,125.34615384615394,0.0,0.0
2001-06-20,122.4,122.09999999999991,125.0153846153847,0.0,0.0
2001-06-21,123.8,123.09999999999991,124.74615384615393,0.0,0.0
2001-06-22,122.9,123.3499999999999,124.29230769230779,0.0,0.0
2001-06-25,121.7,122.2999999999999,123.83076923076933,0.0,0.0
2001-06-26,121.6,121.6499999999999,123.32307692307701,0.0,0.0
2001-06-27,121.5,121.54999999999993,122.90000000000009,0.0,0.0
2001-06-28,122.2,121.84999999999992,122.60000000000011,0.0,0.0
2001-06-29,122.6,122.39999999999992,122.34615384615394,1.0,1.0
2001-07-02,124.1,123.34999999999994,122.29230769230777,1.0,0.0
2001-07-03,124.1,124.09999999999992,122.45384615384623,1.0,0.0
